ID,SUB_ID,FILE_ID,RT,F0,LSF,MEL,MFCC,MFCC_D1,MFCC_D2,TEMP,PERCP,SPECT
1,CMU_13,LS_374_180298_0054_SWT_LS_5456_62043_0017_tChange_7578_ms_rstamp_8049_ms_flag_1_lid_CMU_13,471.0000,1.4955,3.0783,2.3577,3.6630,2.8370,1.8082,2.0976,2.1318,1.6683
1,CMU_13,LS_374_180298_0055_SWT_LS_2843_152918_0100_tChange_9911_ms_rstamp_10538_ms_flag_1_lid_CMU_13,627.0000,1.4252,2.9980,1.1369,4.0180,0.7037,2.8908,0.2614,1.8662,1.6748
1,CMU_13,LS_374_180298_0060_SWT_LS_7447_91187_0030_tChange_5612_ms_rstamp_6039_ms_flag_1_lid_CMU_13,427.0000,1.5164,3.1422,3.9035,2.9219,1.1217,2.2967,0.6139,2.0809,0.8945
1,CMU_13,LS_374_180299_0006_SWT_LS_2843_152918_0016_tChange_5513_ms_rstamp_6079_ms_flag_1_lid_CMU_13,566.0000,0.0128,2.0758,0.7312,3.0141,1.5232,0.7623,1.6461,1.0061,1.4749
1,CMU_13,LS_374_180299_0009_SWT_LS_7505_83618_0010_tChange_6219_ms_rstamp_6828_ms_flag_1_lid_CMU_13,609.0000,1.9125,3.0162,1.9098,3.1072,2.0515,1.7396,0.7694,3.5079,3.3320
1,CMU_13,LS_374_180299_0011_SWT_LS_7447_91187_0027_tChange_6487_ms_rstamp_6809_ms_flag_1_lid_CMU_13,322.0000,1.3790,4.7548,2.8366,4.0952,3.3115,3.8951,1.2913,3.2247,2.8759
1,CMU_13,LS_374_180299_0013_SWT_LS_7505_83618_0016_tChange_5607_ms_rstamp_5932_ms_flag_1_lid_CMU_13,325.0000,1.6984,2.6437,1.9527,4.5238,3.7386,1.2920,2.1096,1.1464,1.3349
1,CMU_13,LS_374_180299_0019_SWT_LS_7447_91187_0061_tChange_5557_ms_rstamp_5840_ms_flag_1_lid_CMU_13,283.0000,0.6583,2.7968,2.7284,3.8959,3.8414,1.9491,1.7565,3.0071,3.7711
1,CMU_13,LS_374_180299_0021_SWT_LS_2843_152918_0023_tChange_6163_ms_rstamp_6543_ms_flag_1_lid_CMU_13,380.0000,0.7797,3.6029,1.2311,3.7681,3.3968,1.8216,2.6420,2.3356,3.2609
1,CMU_13,LS_374_180299_0022_SWT_LS_2843_152918_0028_tChange_5577_ms_rstamp_5942_ms_flag_1_lid_CMU_13,365.0000,1.1826,2.4449,1.8679,2.0819,2.7123,1.4300,0.2035,2.3116,1.5262
1,CMU_13,LS_374_180299_0024_SWT_LS_7505_83618_0024_tChange_5886_ms_rstamp_6623_ms_flag_1_lid_CMU_13,737.0000,0.0161,4.5940,1.8876,4.9526,1.3755,1.5286,2.2429,2.4652,1.9712
1,CMU_13,LS_374_180299_0030_SWT_LS_7447_91186_0038_tChange_6473_ms_rstamp_7022_ms_flag_1_lid_CMU_13,549.0000,0.1147,2.6277,1.5968,2.1380,1.1214,1.7971,0.3977,3.4193,2.3618
1,CMU_13,LS_374_180299_0031_SWT_LS_5456_62043_0022_tChange_5721_ms_rstamp_6187_ms_flag_1_lid_CMU_13,466.0000,0.0157,1.9908,2.7336,2.9363,2.4313,1.2988,2.7442,2.0919,1.9883
1,CMU_13,LS_374_180299_0038_SWT_LS_2843_152918_0026_tChange_6462_ms_rstamp_6908_ms_flag_1_lid_CMU_13,446.0000,0.3560,2.1231,1.1025,1.8386,2.4158,0.9863,1.6077,1.4830,1.1303
1,CMU_13,LS_374_180299_0045_SWT_LS_7447_91187_0057_tChange_6089_ms_rstamp_6702_ms_flag_1_lid_CMU_13,613.0000,0.0987,4.3237,2.4682,4.5474,1.4254,2.0085,0.5857,3.9360,1.6144
1,CMU_13,LS_5456_24741_0006_SWT_LS_7447_91187_0061_tChange_5824_ms_rstamp_6121_ms_flag_1_lid_CMU_13,297.0000,0.3507,4.9961,1.8932,5.7959,3.5814,2.4722,1.5940,3.0291,3.9572
1,CMU_13,LS_5456_24741_0008_SWT_LS_7505_83618_0015_tChange_5678_ms_rstamp_6004_ms_flag_1_lid_CMU_13,326.0000,2.7096,2.7614,2.5264,2.5055,2.3011,1.7025,0.2373,1.8085,1.6037
1,CMU_13,LS_5456_24741_0009_SWT_LS_7447_91187_0036_tChange_6219_ms_rstamp_6512_ms_flag_1_lid_CMU_13,293.0000,0.8284,3.1393,2.5262,3.7444,2.7030,4.8895,2.8717,3.2046,3.1422
1,CMU_13,LS_5456_24741_0012_SWT_LS_374_180299_0004_tChange_6156_ms_rstamp_6640_ms_flag_1_lid_CMU_13,484.0000,2.9535,1.0622,1.6165,1.6424,1.6814,1.7951,1.3853,0.5875,1.2535
1,CMU_13,LS_5456_24741_0013_SWT_LS_374_180298_0059_tChange_6023_ms_rstamp_6563_ms_flag_1_lid_CMU_13,540.0000,1.3959,1.9311,2.0605,2.8973,0.8928,1.3467,0.4451,0.9864,0.7072
1,CMU_13,LS_5456_24741_0019_SWT_LS_7447_91186_0038_tChange_6417_ms_rstamp_6760_ms_flag_1_lid_CMU_13,343.0000,0.6544,1.6090,0.7825,1.8547,0.8348,2.8513,0.1237,1.3942,0.6408
1,CMU_13,LS_5456_58161_0000_SWT_LS_374_180299_0033_tChange_6312_ms_rstamp_6956_ms_flag_1_lid_CMU_13,644.0000,0.4703,4.9002,1.2025,4.3498,1.1189,1.4928,0.0911,1.0641,1.4631
1,CMU_13,LS_5456_58161_0003_SWT_LS_2843_152918_0028_tChange_7787_ms_rstamp_8442_ms_flag_1_lid_CMU_13,655.0000,0.8495,3.0940,1.9791,2.8802,1.5031,0.9772,1.2262,1.5799,2.0428
1,CMU_13,LS_5456_58161_0009_SWT_LS_374_180299_0037_tChange_5767_ms_rstamp_6140_ms_flag_1_lid_CMU_13,373.0000,0.3057,3.2434,1.1474,3.2474,2.9925,1.6100,2.2940,1.2964,1.2165
1,CMU_13,LS_5456_58161_0017_SWT_LS_7505_258958_0035_tChange_5889_ms_rstamp_6702_ms_flag_1_lid_CMU_13,813.0000,0.3932,2.2639,3.4724,2.3683,2.5925,1.1679,0.0461,2.1532,1.3008
1,CMU_13,LS_5456_58161_0021_SWT_LS_7505_83618_0024_tChange_5946_ms_rstamp_6348_ms_flag_1_lid_CMU_13,402.0000,0.6290,2.3079,1.8954,2.4186,2.3000,2.3361,0.3877,1.5934,0.6698
1,CMU_13,LS_5456_58161_0027_SWT_LS_374_180298_0015_tChange_5490_ms_rstamp_5861_ms_flag_1_lid_CMU_13,371.0000,1.8199,4.0921,1.9038,4.1946,2.2817,3.0431,1.4557,1.7626,1.6723
1,CMU_13,LS_5456_62014_0000_SWT_LS_7447_91187_0027_tChange_5367_ms_rstamp_6010_ms_flag_1_lid_CMU_13,643.0000,1.3114,4.2436,2.4177,5.7163,1.0933,2.2484,0.2884,4.0935,4.7096
1,CMU_13,LS_5456_62014_0002_SWT_LS_374_180299_0042_tChange_5944_ms_rstamp_6283_ms_flag_1_lid_CMU_13,339.0000,2.3198,4.0342,1.0393,3.4431,1.2806,2.6605,0.3727,2.1026,1.9412
1,CMU_13,LS_5456_62014_0011_SWT_LS_2843_152918_0026_tChange_7036_ms_rstamp_7482_ms_flag_1_lid_CMU_13,446.0000,0.7872,3.5724,1.1143,3.7017,2.3512,1.5663,1.6962,1.1678,1.3121
1,CMU_13,LS_5456_62014_0012_SWT_LS_2843_152918_0100_tChange_5447_ms_rstamp_5862_ms_flag_1_lid_CMU_13,415.0000,0.0959,3.0819,1.3023,3.7425,3.1172,1.3347,1.5272,1.0120,1.0194
1,CMU_13,LS_5456_62014_0017_SWT_LS_2843_152918_0113_tChange_6419_ms_rstamp_6787_ms_flag_1_lid_CMU_13,368.0000,1.9603,4.2814,1.7344,3.2197,1.5674,4.3267,0.7509,1.7167,2.0628
1,CMU_13,LS_5456_62043_0000_SWT_LS_7505_83618_0005_tChange_5873_ms_rstamp_6468_ms_flag_1_lid_CMU_13,595.0000,1.5857,1.9808,1.2648,2.0069,1.4797,1.6142,0.9840,0.8993,0.8979
1,CMU_13,LS_5456_62043_0002_SWT_LS_2843_152918_0023_tChange_5274_ms_rstamp_5619_ms_flag_1_lid_CMU_13,345.0000,0.0151,5.5570,1.0500,5.8520,3.9437,1.6873,2.9851,3.1537,4.3898
1,CMU_13,LS_5456_62043_0009_SWT_LS_7505_258964_0019_tChange_5557_ms_rstamp_6341_ms_flag_1_lid_CMU_13,784.0000,1.4842,2.2051,3.1949,2.4374,1.3526,1.1060,1.5900,2.4784,0.6034
1,CMU_13,LS_5456_62043_0014_SWT_LS_7447_91187_0030_tChange_5678_ms_rstamp_6059_ms_flag_1_lid_CMU_13,381.0000,0.4425,2.3633,3.5593,2.9089,2.3164,4.3246,0.1764,3.2116,2.1818
1,CMU_13,LS_5456_62043_0021_SWT_LS_7505_83618_0007_tChange_5578_ms_rstamp_6414_ms_flag_1_lid_CMU_13,836.0000,1.0019,1.8997,0.9002,1.9470,1.1334,0.6663,1.4617,1.3160,1.3398
1,CMU_13,LS_5456_62043_0022_SWT_LS_2843_152918_0103_tChange_7259_ms_rstamp_7633_ms_flag_1_lid_CMU_13,374.0000,0.2435,3.7477,0.7285,3.8174,1.8989,2.4761,0.2239,2.2159,2.9745
1,CMU_13,LS_5456_62043_0023_SWT_LS_7447_91187_0009_tChange_5226_ms_rstamp_5606_ms_flag_1_lid_CMU_13,380.0000,0.5613,3.0574,2.7308,3.8482,3.1844,1.4883,3.8736,3.6202,3.2751
1,CMU_13,LS_5456_62043_0025_SWT_LS_374_180298_0010_tChange_6165_ms_rstamp_6756_ms_flag_1_lid_CMU_13,591.0000,1.2499,3.8206,1.2823,3.0747,1.5042,1.6164,0.6424,1.6791,1.9082
1,CMU_13,LS_5456_62043_0028_SWT_LS_7447_91187_0005_tChange_5587_ms_rstamp_6235_ms_flag_1_lid_CMU_13,648.0000,1.9930,2.7576,2.6096,3.6729,2.0675,0.5697,1.6207,4.1073,3.4232
1,CMU_13,LS_5456_62043_0029_SWT_LS_374_180298_0037_tChange_5271_ms_rstamp_5997_ms_flag_1_lid_CMU_13,726.0000,2.6362,2.9163,1.3095,3.1782,1.7043,1.2737,1.1933,1.8879,2.1112
1,CMU_13,LS_5456_62043_0030_SWT_LS_7447_91187_0057_tChange_6657_ms_rstamp_7274_ms_flag_1_lid_CMU_13,617.0000,0.6896,3.7595,2.0108,3.1697,1.9464,1.8145,0.1565,3.9331,1.3030
1,CMU_13,LS_5456_62043_0032_SWT_LS_7505_83618_0010_tChange_6385_ms_rstamp_6643_ms_flag_1_lid_CMU_13,258.0000,2.5596,3.2175,1.5838,2.4664,2.9415,3.2958,2.3536,2.4525,2.3327
1,CMU_13,LS_5456_62043_0035_SWT_LS_7505_83618_0016_tChange_6261_ms_rstamp_6957_ms_flag_1_lid_CMU_13,696.0000,1.6752,0.9311,1.0997,1.3215,1.9195,0.7853,1.4223,0.3757,0.3982
1,CMU_13,LS_7447_91186_0007_SWT_LS_374_180298_0010_tChange_5588_ms_rstamp_6141_ms_flag_1_lid_CMU_13,553.0000,1.2488,2.9449,2.2971,1.9543,0.9633,3.2295,0.4546,1.1855,1.3093
1,CMU_13,LS_7447_91186_0009_SWT_LS_374_180299_0033_tChange_5901_ms_rstamp_6329_ms_flag_1_lid_CMU_13,428.0000,0.8262,3.9881,1.4616,4.0703,3.2869,2.0498,1.4394,4.1941,3.5577
1,CMU_13,LS_7447_91186_0011_SWT_LS_374_180298_0059_tChange_5613_ms_rstamp_6037_ms_flag_1_lid_CMU_13,424.0000,2.7765,3.0950,2.9820,3.5311,2.5362,1.5121,0.2728,1.2954,0.8881
1,CMU_13,LS_7447_91186_0012_SWT_LS_2843_152918_0026_tChange_5818_ms_rstamp_6378_ms_flag_1_lid_CMU_13,560.0000,1.1592,3.4472,1.4138,3.3864,0.9189,2.0193,1.6501,1.8708,0.9869
1,CMU_13,LS_7447_91186_0021_SWT_LS_5456_62043_0002_tChange_6033_ms_rstamp_6394_ms_flag_1_lid_CMU_13,361.0000,0.9550,2.2473,3.1659,2.1758,2.8523,3.9357,0.7517,1.9922,0.9854
1,CMU_13,LS_7447_91186_0025_SWT_LS_2843_152918_0058_tChange_5684_ms_rstamp_6085_ms_flag_1_lid_CMU_13,401.0000,0.2406,2.6678,1.4553,1.9906,2.5827,1.1571,3.2998,2.1881,1.2044
1,CMU_13,LS_7447_91186_0038_SWT_LS_7505_83618_0024_tChange_5740_ms_rstamp_6202_ms_flag_1_lid_CMU_13,462.0000,0.0270,5.4686,1.0929,4.8375,1.6525,1.4793,0.1822,2.3794,3.3745
1,CMU_13,LS_7447_91186_0039_SWT_LS_2843_152918_0028_tChange_5905_ms_rstamp_6403_ms_flag_1_lid_CMU_13,498.0000,0.1226,3.0444,2.0543,2.9955,1.6062,1.8044,0.4100,2.9357,3.5501
1,CMU_13,LS_7447_91186_0040_SWT_LS_5456_62043_0017_tChange_5945_ms_rstamp_6211_ms_flag_1_lid_CMU_13,266.0000,0.7264,2.0787,0.8523,1.5828,4.2613,1.9332,3.2851,0.8340,0.9061
1,CMU_13,LS_7447_91186_0041_SWT_LS_2843_152918_0100_tChange_5531_ms_rstamp_6206_ms_flag_1_lid_CMU_13,675.0000,1.3332,2.5130,1.3528,3.2378,0.8318,1.1534,0.1695,3.6379,1.1577
1,CMU_13,LS_7447_91187_0003_SWT_LS_374_180298_0037_tChange_5259_ms_rstamp_5754_ms_flag_1_lid_CMU_13,495.0000,2.1741,2.4444,2.9552,3.1644,1.7074,1.4661,0.9137,1.8677,1.2816
1,CMU_13,LS_7447_91187_0005_SWT_LS_7505_258958_0035_tChange_8872_ms_rstamp_9550_ms_flag_1_lid_CMU_13,678.0000,0.1723,1.5538,2.4095,3.1386,1.9791,2.7201,0.9331,2.8250,3.1485
1,CMU_13,LS_7447_91187_0007_SWT_LS_5456_62014_0012_tChange_6112_ms_rstamp_6588_ms_flag_1_lid_CMU_13,476.0000,2.1618,3.1813,3.9479,1.7052,4.2371,1.8514,1.2246,2.1416,1.1842
1,CMU_13,LS_7447_91187_0009_SWT_LS_7505_83618_0015_tChange_7703_ms_rstamp_8127_ms_flag_1_lid_CMU_13,424.0000,2.7772,2.9197,2.4329,2.2689,2.1391,1.4905,1.0778,2.4385,1.1817
1,CMU_13,LS_7447_91187_0010_SWT_LS_374_180299_0042_tChange_6411_ms_rstamp_6666_ms_flag_1_lid_CMU_13,255.0000,2.0273,2.6632,1.4887,2.4385,3.8683,1.9473,2.4335,1.1329,1.8265
1,CMU_13,LS_7447_91187_0012_SWT_LS_2843_152918_0016_tChange_5458_ms_rstamp_6094_ms_flag_1_lid_CMU_13,636.0000,0.7286,3.2615,1.4317,2.9180,0.8148,1.1935,0.3835,2.0556,1.6446
1,CMU_13,LS_7447_91187_0014_SWT_LS_2843_152918_0023_tChange_5310_ms_rstamp_5686_ms_flag_1_lid_CMU_13,376.0000,0.6533,5.7519,1.5310,4.7352,3.2069,2.2381,2.9520,2.7430,2.2975
1,CMU_13,LS_7447_91187_0021_SWT_LS_374_180299_0004_tChange_5812_ms_rstamp_6228_ms_flag_1_lid_CMU_13,416.0000,3.1424,1.9444,2.0648,2.0887,1.6725,1.4979,0.5340,1.6618,1.8094
1,CMU_13,LS_7447_91187_0027_SWT_LS_7505_258964_0019_tChange_5835_ms_rstamp_6554_ms_flag_1_lid_CMU_13,719.0000,3.0717,3.3274,3.1803,2.1397,1.7514,1.3009,2.1540,2.8430,1.2917
1,CMU_13,LS_7447_91187_0028_SWT_LS_2843_152918_0113_tChange_5476_ms_rstamp_6015_ms_flag_1_lid_CMU_13,539.0000,1.0280,3.8682,1.3276,4.5225,1.9531,2.0000,1.0732,2.8218,3.3503
1,CMU_13,LS_7447_91187_0029_SWT_LS_5456_62014_0017_tChange_5509_ms_rstamp_6255_ms_flag_1_lid_CMU_13,746.0000,3.5884,2.3818,2.2479,1.9859,2.5407,1.1866,2.0935,1.3350,0.4859
1,CMU_13,LS_7447_91187_0030_SWT_LS_7505_83618_0005_tChange_5579_ms_rstamp_5913_ms_flag_1_lid_CMU_13,334.0000,1.3385,4.5245,2.2333,4.1917,3.7525,2.3477,2.9709,2.7578,2.8661
1,CMU_13,LS_7447_91187_0034_SWT_LS_5456_62043_0022_tChange_5882_ms_rstamp_6516_ms_flag_1_lid_CMU_13,634.0000,1.8368,3.3000,3.0643,2.2770,1.5308,1.0910,0.4133,2.5444,1.3300
1,CMU_13,LS_7447_91187_0036_SWT_LS_7505_83618_0016_tChange_5449_ms_rstamp_5878_ms_flag_1_lid_CMU_13,429.0000,0.3617,1.7180,1.2541,1.7740,2.3079,1.7334,2.3273,1.5584,0.6739
